AStarPacMan,MyGhosts,400.0,82110,17
AStarPacMan,MyGhosts,400.0,81240,16
AStarPacMan,MyGhosts,400.0,77900,17
AStarPacMan,MyGhosts,400.0,75240,16
AStarPacMan,MyGhosts,400.0,74920,17
AStarPacMan,MyGhosts,400.0,74410,17
AStarPacMan,MyGhosts,400.0,74210,16
AStarPacMan,MyGhosts,400.0,73680,17
AStarPacMan,MyGhosts,400.0,73290,16
AStarPacMan,MyGhosts,400.0,72270,17
AStarPacMan,MyGhosts,400.0,72060,16
AStarPacMan,MyGhosts,400.0,71600,17
AStarPacMan,MyGhosts,400.0,71390,15
AStarPacMan,MyGhosts,400.0,71310,16
AStarPacMan,MyGhosts,400.0,70930,16
AStarPacMan,MyGhosts,400.0,70920,16
AStarPacMan,MyGhosts,400.0,70630,16
AStarPacMan,MyGhosts,400.0,70500,17
AStarPacMan,MyGhosts,400.0,70390,17
AStarPacMan,MyGhosts,400.0,70350,16
AStarPacMan,MyGhosts,400.0,70240,17
AStarPacMan,MyGhosts,400.0,69630,16
AStarPacMan,MyGhosts,400.0,69010,17
AStarPacMan,MyGhosts,400.0,68990,17
AStarPacMan,MyGhosts,400.0,68940,16
AStarPacMan,MyGhosts,400.0,68790,16
AStarPacMan,MyGhosts,400.0,68620,16
AStarPacMan,MyGhosts,400.0,68400,17
AStarPacMan,MyGhosts,400.0,67880,17
AStarPacMan,MyGhosts,400.0,67850,17
AStarPacMan,MyGhosts,400.0,67730,16
AStarPacMan,MyGhosts,400.0,67250,17
AStarPacMan,MyGhosts,380.35,66760,15
AStarPacMan,MyGhosts,400.0,66620,15
AStarPacMan,MyGhosts,400.0,66270,17
AStarPacMan,MyGhosts,400.0,66010,16
AStarPacMan,MyGhosts,400.0,65780,16
AStarPacMan,MyGhosts,400.0,65090,16
AStarPacMan,MyGhosts,400.0,64790,16
AStarPacMan,MyGhosts,382.57,64330,15
AStarPacMan,MyGhosts,360.38,63860,15
AStarPacMan,MyGhosts,400.0,63810,17
AStarPacMan,MyGhosts,395.22,62920,15
AStarPacMan,MyGhosts,400.0,60780,14
AStarPacMan,MyGhosts,342.75,59750,14
AStarPacMan,MyGhosts,347.98,58040,14
AStarPacMan,MyGhosts,342.3,56520,14
AStarPacMan,MyGhosts,359.57,56170,15
AStarPacMan,MyGhosts,320.38,53710,13
AStarPacMan,MyGhosts,297.5,53110,12
AStarPacMan,MyGhosts,268.4,52430,11
AStarPacMan,MyGhosts,308.55,51190,13
AStarPacMan,MyGhosts,283.43,51010,11
AStarPacMan,MyGhosts,328.55,48930,13
AStarPacMan,MyGhosts,254.62,47810,10
AStarPacMan,MyGhosts,283.9,47680,10
AStarPacMan,MyGhosts,247.4,47030,10
AStarPacMan,MyGhosts,258.58,46030,10
AStarPacMan,MyGhosts,241.75,45790,9
AStarPacMan,MyGhosts,255.6,45030,10
AStarPacMan,MyGhosts,314.78,44920,11
AStarPacMan,MyGhosts,276.18,44800,11
AStarPacMan,MyGhosts,244.97,44420,10
AStarPacMan,MyGhosts,239.2,44020,10
AStarPacMan,MyGhosts,228.47,43130,10
AStarPacMan,MyGhosts,217.78,43090,9
AStarPacMan,MyGhosts,211.05,42400,9
AStarPacMan,MyGhosts,195.8,41580,8
AStarPacMan,MyGhosts,240.08,40790,9
AStarPacMan,MyGhosts,233.85,38460,10
AStarPacMan,MyGhosts,235.67,38330,10
AStarPacMan,MyGhosts,222.8,36840,10
AStarPacMan,MyGhosts,245.32,36790,9
AStarPacMan,MyGhosts,231.8,36190,9
AStarPacMan,MyGhosts,233.45,35540,9
AStarPacMan,MyGhosts,176.88,32280,7
AStarPacMan,MyGhosts,157.23,31200,7
AStarPacMan,MyGhosts,161.95,29680,7
AStarPacMan,MyGhosts,180.08,29480,7
AStarPacMan,MyGhosts,150.37,29100,6
AStarPacMan,MyGhosts,180.22,28870,7
AStarPacMan,MyGhosts,171.48,27090,7
AStarPacMan,MyGhosts,160.37,26630,6
AStarPacMan,MyGhosts,159.1,26100,6
BFSPacMan,MyGhosts,206.85,25930,10
UCSPacMan,MyGhosts,155.75,24510,7
AStarPacMan,MyGhosts,147.07,24330,6
AStarPacMan,MyGhosts,137.6,23670,5
AStarPacMan,MyGhosts,147.32,21870,5
UCSPacMan,MyGhosts,161.4,21450,7
AStarPacMan,MyGhosts,124.38,21400,5
UCSPacMan,MyGhosts,140.4,21370,7
AStarPacMan,MyGhosts,145.18,21270,5
AStarPacMan,MyGhosts,81.97,20760,3
AStarPacMan,MyGhosts,141.53,20270,5
BFSPacMan,MyGhosts,145.28,19950,7
UCSPacMan,MyGhosts,152.33,19930,7
AStarPacMan,MyGhosts,124.95,19180,6
GreedyPacMan,MyGhosts,133.95,19060,6
AStarPacMan,MyGhosts,139.55,19020,5
UCSPacMan,MyGhosts,142.38,18900,6
GreedyPacMan,MyGhosts,106.82,18770,5
UCSPacMan,MyGhosts,115.68,18500,5
GreedyPacMan,MyGhosts,118.98,17940,6
UCSPacMan,MyGhosts,132.03,17900,6
BFSPacMan,MyGhosts,132.4,17370,7
UCSPacMan,MyGhosts,105.27,17120,5
AStarPacMan,MyGhosts,79.5,16900,3
BFSPacMan,MyGhosts,113.47,16580,5
GreedyPacMan,MyGhosts,115.47,16570,6
BFSPacMan,MyGhosts,119.43,16250,6
BFSPacMan,MyGhosts,115.65,16100,6
UCSPacMan,MyGhosts,116.58,16100,6
BFSPacMan,MyGhosts,109.27,15970,5
BFSPacMan,MyGhosts,118.92,15860,6
BFSPacMan,MyGhosts,123.87,15850,6
GreedyPacMan,MyGhosts,123.22,15640,6
BFSPacMan,MyGhosts,119.18,15610,6
GreedyPacMan,MyGhosts,116.72,15610,6
UCSPacMan,MyGhosts,93.67,15460,5
UCSPacMan,MyGhosts,116.38,15410,6
GreedyPacMan,MyGhosts,112.37,15290,5
GreedyPacMan,MyGhosts,109.65,15270,5
GreedyPacMan,MyGhosts,105.57,15250,5
GreedyPacMan,MyGhosts,122.32,15250,6
BFSPacMan,MyGhosts,106.78,15240,5
BFSPacMan,MyGhosts,114.97,15200,5
BFSPacMan,MyGhosts,119.7,14950,6
BFSPacMan,MyGhosts,103.28,14900,5
UCSPacMan,MyGhosts,122.18,14720,6
GreedyPacMan,MyGhosts,116.58,14700,5
BFSPacMan,MyGhosts,110.33,14570,5
GreedyPacMan,MyGhosts,118.37,14570,5
BFSPacMan,MyGhosts,108.48,14500,5
GreedyPacMan,MyGhosts,118.75,14500,5
BFSPacMan,MyGhosts,103.03,14390,5
BFSPacMan,MyGhosts,125.45,14380,6
GreedyPacMan,MyGhosts,93.05,14360,5
UCSPacMan,MyGhosts,114.87,14270,5
BFSPacMan,MyGhosts,106.6,14150,5
BFSPacMan,MyGhosts,91.67,14110,5
BFSPacMan,MyGhosts,111.17,14110,5
GreedyPacMan,MyGhosts,108.45,14110,5
BFSPacMan,MyGhosts,112.88,14100,6
BFSPacMan,MyGhosts,98.13,13960,5
GreedyPacMan,MyGhosts,117.28,13900,5
BFSPacMan,MyGhosts,103.3,13590,5
BFSPacMan,MyGhosts,96.92,13220,5
BFSPacMan,MyGhosts,79.37,13130,4
GreedyPacMan,MyGhosts,96.73,13080,5
UCSPacMan,MyGhosts,101.45,13050,5
GreedyPacMan,MyGhosts,101.65,13030,5
UCSPacMan,MyGhosts,78.88,12940,4
UCSPacMan,MyGhosts,100.55,12880,5
GreedyPacMan,MyGhosts,84.17,12730,4
BFSPacMan,MyGhosts,97.85,12710,5
GreedyPacMan,MyGhosts,91.2,12530,5
BFSPacMan,MyGhosts,101.47,12520,5
BFSPacMan,MyGhosts,107.37,12450,5
BFSPacMan,MyGhosts,99.98,12410,5
BFSPacMan,MyGhosts,105.0,12330,5
BFSPacMan,MyGhosts,65.88,12160,3
GreedyPacMan,MyGhosts,97.57,12160,4
BFSPacMan,MyGhosts,95.52,12070,5
BFSPacMan,MyGhosts,92.3,11780,5
BFSPacMan,MyGhosts,67.12,11760,3
UCSPacMan,MyGhosts,85.3,11630,4
UCSPacMan,MyGhosts,90.0,11570,4
UCSPacMan,MyGhosts,71.7,11570,3
UCSPacMan,MyGhosts,91.25,11560,4
UCSPacMan,MyGhosts,86.52,11560,4
BFSPacMan,MyGhosts,68.6,11370,3
UCSPacMan,MyGhosts,69.6,10940,3
GreedyPacMan,MyGhosts,69.62,10620,3
BFSPacMan,MyGhosts,66.17,10390,3
BFSPacMan,MyGhosts,69.57,9940,3
BFSPacMan,MyGhosts,68.53,9930,3
BFSPacMan,MyGhosts,69.75,9890,3
BFSPacMan,MyGhosts,63.65,9890,3
BFSPacMan,MyGhosts,64.75,9890,3
BFSPacMan,MyGhosts,66.28,9850,3
UCSPacMan,MyGhosts,79.67,9830,4
BFSPacMan,MyGhosts,70.22,9770,3
GreedyPacMan,MyGhosts,67.45,9750,3
BFSPacMan,MyGhosts,74.55,9650,4
UCSPacMan,MyGhosts,82.27,9630,4
