AI Method,Ghost Method,Time (s),Score,Level
2883,RLPacMan,MyGhosts,28.03,3240,1
2884,RLPacMan,MyGhosts,24.23,1990,1
2885,RLPacMan,MyGhosts,45.72,2030,1
2886,RLPacMan,MyGhosts,42.15,2890,1
2887,RLPacMan,MyGhosts,31.83,3030,1
2888,RLPacMan,MyGhosts,44.92,3430,1
2889,RLPacMan,MyGhosts,54.32,3560,1
2890,RLPacMan,MyGhosts,14.93,1070,1
2891,RLPacMan,MyGhosts,48.32,4460,1
2892,RLPacMan,MyGhosts,72.33,4470,2
2893,RLPacMan,MyGhosts,43.53,3300,1
2894,RLPacMan,MyGhosts,40.23,2340,1
2895,RLPacMan,MyGhosts,43.25,2660,1
2896,RLPacMan,MyGhosts,28.82,2510,1
2897,RLPacMan,MyGhosts,31.07,3440,1
2898,RLPacMan,MyGhosts,36.53,3530,1
2899,RLPacMan,MyGhosts,14.37,1270,1
2900,RLPacMan,MyGhosts,58.52,3150,1
2901,RLPacMan,MyGhosts,8.62,820,1
2902,RLPacMan,MyGhosts,28.53,3460,1
2903,RLPacMan,MyGhosts,18.70,1200,1
2904,RLPacMan,MyGhosts,27.25,2450,1
2905,RLPacMan,MyGhosts,41.58,2970,1
2906,RLPacMan,MyGhosts,19.48,2270,1
2907,RLPacMan,MyGhosts,29.37,5460,1
2908,RLPacMan,MyGhosts,42.30,2810,1
2909,RLPacMan,MyGhosts,39.97,3900,1
2910,RLPacMan,MyGhosts,43.05,2500,1
2911,RLPacMan,MyGhosts,20.77,2250,1
2912,RLPacMan,MyGhosts,34.38,2700,1
2913,RLPacMan,MyGhosts,61.38,3600,1
2914,RLPacMan,MyGhosts,18.63,1580,1
2915,RLPacMan,MyGhosts,48.23,3520,1
2916,RLPacMan,MyGhosts,37.65,4400,1
2917,RLPacMan,MyGhosts,29.02,2460,1
2918,RLPacMan,MyGhosts,11.22,990,1
2919,RLPacMan,MyGhosts,22.97,1680,1
2920,RLPacMan,MyGhosts,38.13,1950,1
2921,RLPacMan,MyGhosts,23.53,2510,1
2922,RLPacMan,MyGhosts,19.90,2410,1
2923,RLPacMan,MyGhosts,14.82,990,1
2924,RLPacMan,MyGhosts,16.35,1090,1
2925,RLPacMan,MyGhosts,24.35,2800,1
2926,RLPacMan,MyGhosts,54.98,3720,1
2927,RLPacMan,MyGhosts,34.92,2780,1
2928,RLPacMan,MyGhosts,16.52,1640,1
2929,RLPacMan,MyGhosts,39.40,2620,1
2930,RLPacMan,MyGhosts,25.25,2970,1
2931,RLPacMan,MyGhosts,27.32,2360,1
2932,RLPacMan,MyGhosts,17.72,1970,1
2933,RLPacMan,MyGhosts,14.55,940,1
2934,RLPacMan,MyGhosts,9.38,800,1
2935,RLPacMan,MyGhosts,35.05,2460,1
2936,RLPacMan,MyGhosts,26.02,2820,1
2937,RLPacMan,MyGhosts,15.92,1460,1
2938,RLPacMan,MyGhosts,19.15,2120,1
2939,RLPacMan,MyGhosts,52.95,2340,1
2940,RLPacMan,MyGhosts,58.07,2720,1
2941,RLPacMan,MyGhosts,23.15,2900,1
2942,RLPacMan,MyGhosts,27.92,2170,1
2943,RLPacMan,MyGhosts,8.30,730,1
2944,RLPacMan,MyGhosts,24.33,1430,1
2945,RLPacMan,MyGhosts,49.22,3100,1
2946,RLPacMan,MyGhosts,22.47,1920,1
2947,RLPacMan,MyGhosts,26.08,3400,1
2948,RLPacMan,MyGhosts,16.73,2350,1
2949,RLPacMan,MyGhosts,10.48,910,1
2950,RLPacMan,MyGhosts,29.88,1990,1
2951,RLPacMan,MyGhosts,55.18,2210,1
2952,RLPacMan,MyGhosts,39.75,3210,1
2953,RLPacMan,MyGhosts,43.50,2930,1
2954,RLPacMan,MyGhosts,49.73,5300,1
2955,RLPacMan,MyGhosts,31.78,2690,1
2956,RLPacMan,MyGhosts,39.18,1910,1
2957,RLPacMan,MyGhosts,26.30,2260,1
2958,RLPacMan,MyGhosts,77.05,3950,2
2959,RLPacMan,MyGhosts,32.40,2490,1
2960,RLPacMan,MyGhosts,24.63,1840,1
2961,RLPacMan,MyGhosts,25.42,2380,1
2962,RLPacMan,MyGhosts,17.15,3240,1
2963,RLPacMan,MyGhosts,14.78,1420,1
2964,RLPacMan,MyGhosts,17.97,2130,1
2965,RLPacMan,MyGhosts,40.28,2360,1
2966,RLPacMan,MyGhosts,22.70,2600,1
2967,RLPacMan,MyGhosts,23.53,1980,1
2968,RLPacMan,MyGhosts,51.82,3560,1
2969,RLPacMan,MyGhosts,37.17,3530,1
2970,RLPacMan,MyGhosts,37.27,2120,1
2971,RLPacMan,MyGhosts,46.82,2990,1
2972,RLPacMan,MyGhosts,39.53,2750,1
2973,RLPacMan,MyGhosts,35.35,2450,1
2974,RLPacMan,MyGhosts,19.30,2370,1
2975,RLPacMan,MyGhosts,29.17,2800,1
2976,RLPacMan,MyGhosts,33.58,2850,1
2977,RLPacMan,MyGhosts,71.23,3470,2
2978,RLPacMan,MyGhosts,21.48,2990,1
2979,RLPacMan,MyGhosts,19.30,1580,1
2980,RLPacMan,MyGhosts,34.03,2610,1
2981,RLPacMan,MyGhosts,22.72,1750,1
2982,RLPacMan,MyGhosts,40.90,3090,1
2983,RLPacMan,MyGhosts,35.70,2930,1
2984,RLPacMan,MyGhosts,48.75,3220,1
2985,RLPacMan,MyGhosts,14.55,1070,1
2986,RLPacMan,MyGhosts,41.87,2430,1
2987,RLPacMan,MyGhosts,36.95,3220,1
2988,RLPacMan,MyGhosts,23.12,2720,1
2989,RLPacMan,MyGhosts,35.00,2350,1
2990,RLPacMan,MyGhosts,13.87,1870,1
2991,RLPacMan,MyGhosts,33.70,2160,1
2992,RLPacMan,MyGhosts,33.88,2110,1
2993,RLPacMan,MyGhosts,33.88,2270,1
2994,RLPacMan,MyGhosts,30.13,3040,1
2995,RLPacMan,MyGhosts,22.80,1810,1
2996,RLPacMan,MyGhosts,22.37,2570,1
2997,RLPacMan,MyGhosts,15.93,1710,1
2998,RLPacMan,MyGhosts,34.68,2150,1
2999,RLPacMan,MyGhosts,14.55,1440,1
3000,RLPacMan,MyGhosts,24.33,2590,1
3001,RLPacMan,MyGhosts,44.08,2330,1
3002,RLPacMan,MyGhosts,25.72,2920,1
3003,RLPacMan,MyGhosts,55.30,3470,1
3004,RLPacMan,MyGhosts,34.68,1910,1
3005,RLPacMan,MyGhosts,8.62,820,1
3006,RLPacMan,MyGhosts,29.98,2850,1
3007,RLPacMan,MyGhosts,40.02,3170,1
3008,RLPacMan,MyGhosts,31.43,3050,1
3009,RLPacMan,MyGhosts,29.35,2380,1
3010,RLPacMan,MyGhosts,54.22,3510,1
3011,RLPacMan,MyGhosts,15.17,1140,1
3012,RLPacMan,MyGhosts,29.75,2680,1
3013,RLPacMan,MyGhosts,51.10,4550,1
3014,RLPacMan,MyGhosts,23.63,2290,1
3015,RLPacMan,MyGhosts,29.37,2560,1
3016,RLPacMan,MyGhosts,49.22,3390,1
3017,RLPacMan,MyGhosts,46.88,3190,1
3018,RLPacMan,MyGhosts,20.03,2190,1
3019,RLPacMan,MyGhosts,27.52,5240,1
3020,RLPacMan,MyGhosts,80.65,6650,2
3021,RLPacMan,MyGhosts,26.77,2470,1
3022,RLPacMan,MyGhosts,75.17,4350,2
3023,RLPacMan,MyGhosts,44.03,3110,1
3024,RLPacMan,MyGhosts,27.10,3370,1
3025,RLPacMan,MyGhosts,23.43,2290,1
3026,RLPacMan,MyGhosts,36.87,3410,1
3027,RLPacMan,MyGhosts,16.88,2820,1
3028,RLPacMan,MyGhosts,72.20,2490,2
3029,RLPacMan,MyGhosts,24.93,1510,1
3030,RLPacMan,MyGhosts,47.77,2630,1
3031,RLPacMan,MyGhosts,33.63,2460,1
3032,RLPacMan,MyGhosts,35.10,3860,1
3033,RLPacMan,MyGhosts,11.78,1010,1
3034,RLPacMan,MyGhosts,55.38,3080,1
3035,RLPacMan,MyGhosts,27.92,1660,1
3036,RLPacMan,MyGhosts,39.42,3260,1
3037,RLPacMan,MyGhosts,35.32,4740,1
3038,RLPacMan,MyGhosts,25.68,2910,1
3039,RLPacMan,MyGhosts,22.02,2770,1
3040,RLPacMan,MyGhosts,34.77,2710,1
3041,RLPacMan,MyGhosts,36.93,3430,1
3042,RLPacMan,MyGhosts,15.65,2140,1
3043,RLPacMan,MyGhosts,20.43,2350,1
3044,RLPacMan,MyGhosts,25.00,2230,1
3045,RLPacMan,MyGhosts,12.15,1140,1
3046,RLPacMan,MyGhosts,13.00,1840,1
3047,RLPacMan,MyGhosts,9.43,910,1
3048,RLPacMan,MyGhosts,18.57,1220,1
3049,RLPacMan,MyGhosts,21.28,2380,1
3050,RLPacMan,MyGhosts,19.70,2530,1
3051,RLPacMan,MyGhosts,73.02,3810,2
3052,RLPacMan,MyGhosts,14.55,2020,1
3053,RLPacMan,MyGhosts,39.40,2530,1
3054,RLPacMan,MyGhosts,40.53,3120,1
3055,RLPacMan,MyGhosts,37.75,3520,1
3056,RLPacMan,MyGhosts,33.73,2370,1
3057,RLPacMan,MyGhosts,44.33,2660,1
3058,RLPacMan,MyGhosts,16.07,940,1
3059,RLPacMan,MyGhosts,39.33,3370,1
3060,RLPacMan,MyGhosts,34.37,2160,1
3061,RLPacMan,MyGhosts,49.30,2390,1
3062,RLPacMan,MyGhosts,28.57,2110,1
3063,RLPacMan,MyGhosts,18.60,1790,1
3064,RLPacMan,MyGhosts,26.88,2150,1
3065,RLPacMan,MyGhosts,28.12,3320,1
3066,RLPacMan,MyGhosts,71.88,3450,2
3067,RLPacMan,MyGhosts,30.23,2660,1
3068,RLPacMan,MyGhosts,25.92,2020,1
3069,RLPacMan,MyGhosts,19.53,1410,1
3070,RLPacMan,MyGhosts,18.62,1580,1
3071,RLPacMan,MyGhosts,24.08,3200,1
3072,RLPacMan,MyGhosts,27.03,2470,1
3073,RLPacMan,MyGhosts,49.30,4150,1
3074,RLPacMan,MyGhosts,33.20,3510,1
3075,RLPacMan,MyGhosts,33.72,2020,1
3076,RLPacMan,MyGhosts,33.68,3400,1
3077,RLPacMan,MyGhosts,45.23,2670,1
3078,RLPacMan,MyGhosts,32.60,2690,1
3079,RLPacMan,MyGhosts,26.07,1900,1
3080,RLPacMan,MyGhosts,19.10,1350,1
3081,RLPacMan,MyGhosts,15.68,1720,1
3082,RLPacMan,MyGhosts,37.72,2550,1
3083,RLPacMan,MyGhosts,28.40,2420,1
3084,RLPacMan,MyGhosts,16.47,1140,1
3085,RLPacMan,MyGhosts,37.80,3450,1
3086,RLPacMan,MyGhosts,31.00,2900,1
3087,RLPacMan,MyGhosts,37.85,3040,1
3088,RLPacMan,MyGhosts,42.77,2610,1
3089,RLPacMan,MyGhosts,19.37,2170,1
3090,RLPacMan,MyGhosts,34.00,2560,1
3091,RLPacMan,MyGhosts,21.20,1790,1
3092,RLPacMan,MyGhosts,59.90,4350,1
3093,RLPacMan,MyGhosts,31.20,3320,1
3094,RLPacMan,MyGhosts,25.25,2910,1
3095,RLPacMan,MyGhosts,17.82,1660,1
3096,RLPacMan,MyGhosts,30.87,2980,1
3097,RLPacMan,MyGhosts,46.07,2060,1
3098,RLPacMan,MyGhosts,28.55,1830,1
3099,RLPacMan,MyGhosts,51.45,2940,1
3100,RLPacMan,MyGhosts,35.43,2150,1
3101,RLPacMan,MyGhosts,52.18,2870,1
3102,RLPacMan,MyGhosts,20.72,1560,1
3103,RLPacMan,MyGhosts,25.80,2660,1
3104,RLPacMan,MyGhosts,31.77,2750,1
3105,RLPacMan,MyGhosts,22.47,3380,1
3106,RLPacMan,MyGhosts,28.73,2160,1
3107,RLPacMan,MyGhosts,7.68,840,1
3108,RLPacMan,MyGhosts,12.90,1070,1
3109,RLPacMan,MyGhosts,22.87,1290,1
3110,RLPacMan,MyGhosts,55.88,2010,1
3111,RLPacMan,MyGhosts,34.22,2430,1
3112,RLPacMan,MyGhosts,18.18,2110,1
3113,RLPacMan,MyGhosts,12.75,910,1
3114,RLPacMan,MyGhosts,24.67,1540,1
3115,RLPacMan,MyGhosts,27.30,2020,1
3116,RLPacMan,MyGhosts,15.05,1600,1
3117,RLPacMan,MyGhosts,45.25,2080,1
3118,RLPacMan,MyGhosts,29.87,2630,1
3119,RLPacMan,MyGhosts,35.48,3550,1
3120,RLPacMan,MyGhosts,19.07,1330,1
3121,RLPacMan,MyGhosts,37.25,3010,1
3122,RLPacMan,MyGhosts,35.80,2850,1
3123,RLPacMan,MyGhosts,31.07,2110,1
3124,RLPacMan,MyGhosts,22.32,1920,1
3125,RLPacMan,MyGhosts,14.22,1160,1
3126,RLPacMan,MyGhosts,43.60,2670,1
3127,RLPacMan,MyGhosts,13.77,1370,1
3128,RLPacMan,MyGhosts,31.87,2390,1
3129,RLPacMan,MyGhosts,30.30,2840,1
3130,RLPacMan,MyGhosts,32.00,2980,1
3131,RLPacMan,MyGhosts,22.33,2570,1
3132,RLPacMan,MyGhosts,19.37,2130,1
3133,RLPacMan,MyGhosts,18.85,1490,1
3134,RLPacMan,MyGhosts,36.82,1570,1
3135,RLPacMan,MyGhosts,38.43,2650,1
3136,RLPacMan,MyGhosts,32.38,2420,1
3137,RLPacMan,MyGhosts,47.30,2860,1
3138,RLPacMan,MyGhosts,27.10,1860,1
3139,RLPacMan,MyGhosts,20.18,1580,1
3140,RLPacMan,MyGhosts,25.27,3380,1
3141,RLPacMan,MyGhosts,40.28,3620,1
3142,RLPacMan,MyGhosts,15.70,2980,1
3143,RLPacMan,MyGhosts,17.43,2230,1
3144,RLPacMan,MyGhosts,23.60,1330,1
3145,RLPacMan,MyGhosts,25.83,3720,1
3146,RLPacMan,MyGhosts,33.68,2630,1
3147,RLPacMan,MyGhosts,15.75,1920,1
3148,RLPacMan,MyGhosts,35.53,2200,1
3149,RLPacMan,MyGhosts,24.00,2130,1
3150,RLPacMan,MyGhosts,11.22,990,1
3151,RLPacMan,MyGhosts,14.67,1250,1
3152,RLPacMan,MyGhosts,53.63,3650,2
3153,RLPacMan,MyGhosts,20.55,1520,1
3154,RLPacMan,MyGhosts,12.62,1400,1
3155,RLPacMan,MyGhosts,39.92,2380,1
3156,RLPacMan,MyGhosts,21.62,2100,1
3157,RLPacMan,MyGhosts,17.87,1430,1
3158,RLPacMan,MyGhosts,30.63,2350,1
3159,RLPacMan,MyGhosts,43.35,2980,1
3160,RLPacMan,MyGhosts,32.72,2350,1
3161,RLPacMan,MyGhosts,35.58,2940,1
3162,RLPacMan,MyGhosts,60.67,3780,1
3163,RLPacMan,MyGhosts,21.77,2350,1
3164,RLPacMan,MyGhosts,21.85,1910,1
3165,RLPacMan,MyGhosts,38.03,2910,1
3166,RLPacMan,MyGhosts,25.17,2370,1
3167,RLPacMan,MyGhosts,38.93,2820,1
3168,RLPacMan,MyGhosts,23.02,3470,1
3169,RLPacMan,MyGhosts,24.03,2120,1
3170,RLPacMan,MyGhosts,13.87,1280,1
3171,RLPacMan,MyGhosts,41.68,2830,1
3172,RLPacMan,MyGhosts,36.80,2460,1
3173,RLPacMan,MyGhosts,18.57,980,1
3174,RLPacMan,MyGhosts,14.02,1040,1
3175,RLPacMan,MyGhosts,21.00,1460,1
3176,RLPacMan,MyGhosts,38.30,2940,1
3177,RLPacMan,MyGhosts,21.87,1050,1
3178,RLPacMan,MyGhosts,43.58,2630,1
3179,RLPacMan,MyGhosts,31.13,2240,1
3180,RLPacMan,MyGhosts,34.52,3680,1
3181,RLPacMan,MyGhosts,35.95,2830,1
3182,RLPacMan,MyGhosts,40.52,2600,1
3183,RLPacMan,MyGhosts,31.47,1830,1
3184,RLPacMan,MyGhosts,20.07,2280,1
3185,RLPacMan,MyGhosts,29.12,4070,1
3186,RLPacMan,MyGhosts,36.95,3210,1
3187,RLPacMan,MyGhosts,57.95,2960,1
3188,RLPacMan,MyGhosts,21.08,3090,1
3189,RLPacMan,MyGhosts,16.57,1290,1
3190,RLPacMan,MyGhosts,41.83,2740,1
3191,RLPacMan,MyGhosts,20.18,2030,1
3192,RLPacMan,MyGhosts,20.03,2680,1
3193,RLPacMan,MyGhosts,23.08,5510,1
3194,RLPacMan,MyGhosts,30.55,2910,1
3195,RLPacMan,MyGhosts,34.17,2510,1
3196,RLPacMan,MyGhosts,27.83,1930,1
3197,RLPacMan,MyGhosts,26.13,2490,1
3198,RLPacMan,MyGhosts,18.27,2290,1
3199,RLPacMan,MyGhosts,17.93,1980,1
3200,RLPacMan,MyGhosts,34.48,3010,1
3201,RLPacMan,MyGhosts,27.92,940,1
3202,RLPacMan,MyGhosts,22.03,2370,1
3203,RLPacMan,MyGhosts,23.18,2940,1
3204,RLPacMan,MyGhosts,24.02,1650,1
3205,RLPacMan,MyGhosts,40.33,3170,1
3206,RLPacMan,MyGhosts,32.08,2360,1
3207,RLPacMan,MyGhosts,37.73,2440,1
3208,RLPacMan,MyGhosts,72.03,3450,2
3209,RLPacMan,MyGhosts,34.72,3230,1
3210,RLPacMan,MyGhosts,33.32,2810,1
3211,RLPacMan,MyGhosts,39.65,2470,1
3212,RLPacMan,MyGhosts,27.08,2400,1
3213,RLPacMan,MyGhosts,26.35,2870,1
3214,RLPacMan,MyGhosts,32.33,2420,1
3215,RLPacMan,MyGhosts,22.50,2380,1
3216,RLPacMan,MyGhosts,26.25,1680,1
3217,RLPacMan,MyGhosts,31.73,2130,1
3218,RLPacMan,MyGhosts,21.80,1560,1
3219,RLPacMan,MyGhosts,31.77,3260,1
3220,RLPacMan,MyGhosts,74.98,4150,2
3221,RLPacMan,MyGhosts,24.18,2900,1
3222,RLPacMan,MyGhosts,18.70,2020,1
3223,RLPacMan,MyGhosts,31.60,3280,1
3224,RLPacMan,MyGhosts,19.90,2260,1
3225,RLPacMan,MyGhosts,26.23,2370,1
3226,RLPacMan,MyGhosts,29.17,2130,1
3227,RLPacMan,MyGhosts,29.35,2760,1
3228,RLPacMan,MyGhosts,26.35,5710,1
3229,RLPacMan,MyGhosts,18.68,2440,1
3230,RLPacMan,MyGhosts,24.20,2640,1
3231,RLPacMan,MyGhosts,42.02,3200,1
3232,RLPacMan,MyGhosts,27.78,2300,1
3233,RLPacMan,MyGhosts,22.20,5200,1
3234,RLPacMan,MyGhosts,34.60,2770,1
3235,RLPacMan,MyGhosts,14.60,960,1
3236,RLPacMan,MyGhosts,35.58,2870,1
3237,RLPacMan,MyGhosts,14.80,1590,1
3238,RLPacMan,MyGhosts,21.77,2620,1
3239,RLPacMan,MyGhosts,30.75,2750,1
3240,RLPacMan,MyGhosts,30.13,2350,1
3241,RLPacMan,MyGhosts,30.60,3280,1
3242,RLPacMan,MyGhosts,33.77,3550,1
3243,RLPacMan,MyGhosts,18.35,3570,1
3244,RLPacMan,MyGhosts,22.63,1840,1
3245,RLPacMan,MyGhosts,28.17,2480,1
3246,RLPacMan,MyGhosts,28.50,2410,1
3247,RLPacMan,MyGhosts,28.18,3460,1
3248,RLPacMan,MyGhosts,33.12,5990,1
3249,RLPacMan,MyGhosts,42.97,2860,1
3250,RLPacMan,MyGhosts,36.00,2240,1
3251,RLPacMan,MyGhosts,24.37,2680,1
3252,RLPacMan,MyGhosts,42.62,3650,1
3253,RLPacMan,MyGhosts,32.58,3410,1
3254,RLPacMan,MyGhosts,28.47,1810,1
3255,RLPacMan,MyGhosts,31.77,2100,1
3256,RLPacMan,MyGhosts,16.65,1110,1
3257,RLPacMan,MyGhosts,15.15,990,1
3258,RLPacMan,MyGhosts,18.50,2060,1
3259,RLPacMan,MyGhosts,37.53,2770,1
3260,RLPacMan,MyGhosts,19.55,2030,1
3261,RLPacMan,MyGhosts,13.25,990,1
3262,RLPacMan,MyGhosts,48.83,3400,1
3263,RLPacMan,MyGhosts,35.65,2440,1
3264,RLPacMan,MyGhosts,13.92,1830,1
3265,RLPacMan,MyGhosts,45.85,2710,1
3266,RLPacMan,MyGhosts,22.70,2580,1
3267,RLPacMan,MyGhosts,26.42,2950,1
3268,RLPacMan,MyGhosts,25.12,2660,1
3269,RLPacMan,MyGhosts,31.08,3700,1
3270,RLPacMan,MyGhosts,28.87,3000,1
3271,RLPacMan,MyGhosts,36.00,4120,1
3272,RLPacMan,MyGhosts,39.08,3380,1
3273,RLPacMan,MyGhosts,11.22,990,1
3274,RLPacMan,MyGhosts,41.60,3320,1
3275,RLPacMan,MyGhosts,8.87,650,1
3276,RLPacMan,MyGhosts,33.05,5110,1
3277,RLPacMan,MyGhosts,71.43,3390,2
3278,RLPacMan,MyGhosts,20.65,2070,1
3279,RLPacMan,MyGhosts,48.02,2370,1
3280,RLPacMan,MyGhosts,24.07,2200,1
3281,RLPacMan,MyGhosts,49.13,2960,1
3282,RLPacMan,MyGhosts,21.72,2120,1
3283,RLPacMan,MyGhosts,30.47,2580,1
3284,RLPacMan,MyGhosts,21.70,2530,1
3285,RLPacMan,MyGhosts,20.67,2350,1
3286,RLPacMan,MyGhosts,35.45,3040,1
3287,RLPacMan,MyGhosts,24.48,2650,1
3288,RLPacMan,MyGhosts,14.13,1210,1
3289,RLPacMan,MyGhosts,59.78,2970,1
3290,RLPacMan,MyGhosts,24.40,2720,1
3291,RLPacMan,MyGhosts,37.60,3000,1
3292,RLPacMan,MyGhosts,31.08,2810,1
3293,RLPacMan,MyGhosts,29.18,2410,1
3294,RLPacMan,MyGhosts,29.90,3430,1
3295,RLPacMan,MyGhosts,23.95,2110,1
3296,RLPacMan,MyGhosts,36.05,3100,1
3297,RLPacMan,MyGhosts,20.82,2050,1
3298,RLPacMan,MyGhosts,28.90,2480,1
3299,RLPacMan,MyGhosts,7.22,360,1
3300,RLPacMan,MyGhosts,23.80,3550,1
3301,RLPacMan,MyGhosts,31.18,2720,1
3302,RLPacMan,MyGhosts,29.37,1820,1
3303,RLPacMan,MyGhosts,33.68,2950,1
3304,RLPacMan,MyGhosts,25.05,5410,1
3305,RLPacMan,MyGhosts,31.68,2290,1
3306,RLPacMan,MyGhosts,37.37,3050,1
3307,RLPacMan,MyGhosts,39.88,2990,1
3308,RLPacMan,MyGhosts,63.13,4460,2
3309,RLPacMan,MyGhosts,43.93,3610,1
3310,RLPacMan,MyGhosts,62.70,3070,1
3311,RLPacMan,MyGhosts,29.15,2370,1
3312,RLPacMan,MyGhosts,33.67,3290,1
3313,RLPacMan,MyGhosts,22.77,1210,1
3314,RLPacMan,MyGhosts,52.45,2710,1
3315,RLPacMan,MyGhosts,8.62,820,1
3316,RLPacMan,MyGhosts,21.73,1760,1
3317,RLPacMan,MyGhosts,38.92,3450,1
3318,RLPacMan,MyGhosts,17.47,1190,1
3319,RLPacMan,MyGhosts,46.43,2660,1
3320,RLPacMan,MyGhosts,26.13,2670,1
3321,RLPacMan,MyGhosts,27.28,2930,1
3322,RLPacMan,MyGhosts,25.72,2420,1
3323,RLPacMan,MyGhosts,32.12,2880,1
3324,RLPacMan,MyGhosts,24.17,2440,1
3325,RLPacMan,MyGhosts,25.32,1430,1
3326,RLPacMan,MyGhosts,37.10,2500,1
3327,RLPacMan,MyGhosts,48.00,3780,1
3328,RLPacMan,MyGhosts,64.08,4870,2
3329,RLPacMan,MyGhosts,19.90,1920,1
3330,RLPacMan,MyGhosts,29.52,2050,1
3331,RLPacMan,MyGhosts,35.60,2310,1
3332,RLPacMan,MyGhosts,21.50,2920,1
3333,RLPacMan,MyGhosts,14.72,1130,1
3334,RLPacMan,MyGhosts,29.68,1520,1
3335,RLPacMan,MyGhosts,28.28,2220,1
3336,RLPacMan,MyGhosts,28.63,2450,1
3337,RLPacMan,MyGhosts,25.15,4770,1
3338,RLPacMan,MyGhosts,31.65,3060,1
3339,RLPacMan,MyGhosts,42.20,2900,1
3340,RLPacMan,MyGhosts,48.57,2910,1
3341,RLPacMan,MyGhosts,25.13,2250,1
3342,RLPacMan,MyGhosts,32.93,2280,1
3343,RLPacMan,MyGhosts,19.20,2710,1
3344,RLPacMan,MyGhosts,23.77,2800,1
3345,RLPacMan,MyGhosts,40.85,2680,1
3346,RLPacMan,MyGhosts,21.97,3970,1
3347,RLPacMan,MyGhosts,37.38,3400,1
3348,RLPacMan,MyGhosts,24.63,2360,1
3349,RLPacMan,MyGhosts,22.43,3610,1
3350,RLPacMan,MyGhosts,29.53,2300,1
3351,RLPacMan,MyGhosts,14.97,1170,1
3352,RLPacMan,MyGhosts,52.52,2800,1
3353,RLPacMan,MyGhosts,28.37,3750,1
3354,RLPacMan,MyGhosts,27.62,2620,1
3355,RLPacMan,MyGhosts,27.15,2790,1
3356,RLPacMan,MyGhosts,42.47,4180,1
3357,RLPacMan,MyGhosts,22.78,2200,1
3358,RLPacMan,MyGhosts,56.97,2900,1
3359,RLPacMan,MyGhosts,28.97,3510,1
3360,RLPacMan,MyGhosts,30.05,2610,1
3361,RLPacMan,MyGhosts,41.55,2400,1
3362,RLPacMan,MyGhosts,47.92,4520,1
3363,RLPacMan,MyGhosts,20.93,1460,1
3364,RLPacMan,MyGhosts,22.67,1620,1
3365,RLPacMan,MyGhosts,30.43,2970,1
3366,RLPacMan,MyGhosts,24.38,1540,1
3367,RLPacMan,MyGhosts,8.32,660,1
3368,RLPacMan,MyGhosts,44.68,2120,1
3369,RLPacMan,MyGhosts,21.82,1930,1
3370,RLPacMan,MyGhosts,18.72,1290,1
3371,RLPacMan,MyGhosts,27.20,2190,1
3372,RLPacMan,MyGhosts,16.77,2240,1
3373,RLPacMan,MyGhosts,57.70,2060,1
3374,RLPacMan,MyGhosts,30.60,2780,1
3375,RLPacMan,MyGhosts,60.00,4030,1
3376,RLPacMan,MyGhosts,36.35,2490,1
3377,RLPacMan,MyGhosts,33.05,2230,1
3378,RLPacMan,MyGhosts,24.27,2320,1
3379,RLPacMan,MyGhosts,28.58,1940,1
3380,RLPacMan,MyGhosts,17.50,930,1
3381,RLPacMan,MyGhosts,14.82,2000,1
3382,RLPacMan,MyGhosts,9.37,730,1
3383,RLPacMan,MyGhosts,29.30,2740,1
3384,RLPacMan,MyGhosts,21.72,2430,1
3385,RLPacMan,MyGhosts,34.57,3530,1
3386,RLPacMan,MyGhosts,29.90,3160,1
3387,RLPacMan,MyGhosts,40.98,2100,1
3388,RLPacMan,MyGhosts,38.02,2830,1
3389,RLPacMan,MyGhosts,72.03,4380,2
3390,RLPacMan,MyGhosts,17.20,840,1
3391,RLPacMan,MyGhosts,34.88,4320,1
3392,RLPacMan,MyGhosts,49.33,3130,1
3393,RLPacMan,MyGhosts,31.52,1910,1
3394,RLPacMan,MyGhosts,35.12,2920,1
3395,RLPacMan,MyGhosts,14.72,1440,1
3396,RLPacMan,MyGhosts,36.95,4110,1
3397,RLPacMan,MyGhosts,33.20,2620,1
3398,RLPacMan,MyGhosts,25.15,2490,1
3399,RLPacMan,MyGhosts,40.90,3290,1
3400,RLPacMan,MyGhosts,39.12,4780,2
3401,RLPacMan,MyGhosts,16.77,940,1
3402,RLPacMan,MyGhosts,23.12,2490,1
3403,RLPacMan,MyGhosts,33.35,2710,1
3404,RLPacMan,MyGhosts,18.05,2090,1
3405,RLPacMan,MyGhosts,26.17,1640,1
3406,RLPacMan,MyGhosts,29.75,1910,1
3407,RLPacMan,MyGhosts,30.28,2950,1
3408,RLPacMan,MyGhosts,28.97,1960,1
3409,RLPacMan,MyGhosts,15.80,1340,1
3410,RLPacMan,MyGhosts,10.72,820,1
3411,RLPacMan,MyGhosts,45.27,2610,1
3412,RLPacMan,MyGhosts,42.12,2300,1
3413,RLPacMan,MyGhosts,28.67,1350,1
3414,RLPacMan,MyGhosts,29.53,4720,1
3415,RLPacMan,MyGhosts,64.25,4150,1
3416,RLPacMan,MyGhosts,30.48,3230,1
3417,RLPacMan,MyGhosts,39.37,2790,1
3418,RLPacMan,MyGhosts,43.12,1980,1
3419,RLPacMan,MyGhosts,17.63,1410,1
3420,RLPacMan,MyGhosts,37.15,2000,1
